Division,MatchDate,HomeTeam,AwayTeam,HomeElo,AwayElo,gol_casa,gol_trasferta,risultato_1X2,xg_casa,xg_trasferta,pos_classifica_casa,pos_classifica_trasferta,punti_totali_casa,punti_totali_trasferta,punti_m5_pond_gen_casa,punti_m5_pond_gen_trasferta,punti_m5_pond_split_casa,punti_m5_pond_split_trasferta,xg_m5_pond_gen_casa,xg_m5_pond_gen_trasferta,xg_m5_pond_split_casa,xg_m5_pond_split_trasferta,xga_m5_pond_gen_casa,xga_m5_pond_gen_trasferta,xga_m5_pond_split_casa,xga_m5_pond_split_trasferta,gf_m5_pond_gen_casa,gf_m5_pond_gen_trasferta,gf_m5_pond_split_casa,gf_m5_pond_split_trasferta,gs_m5_pond_gen_casa,gs_m5_pond_gen_trasferta,gs_m5_pond_split_casa,gs_m5_pond_split_trasferta,diff_xg_gol_m5_gen_casa,diff_xg_gol_m5_gen_trasferta,h2h_punti_m5_casa,h2h_punti_m5_trasferta,h2h_gf_m5_casa,h2h_gs_m5_casa,h2h_xg_m5_casa,h2h_xg_m5_trasferta,h2h_split_punti_m5_casa,h2h_split_gf_m5_casa,giorni_riposo_casa,giorni_riposo_trasferta,partite_14gg_casa,partite_14gg_trasferta,is_derby,dist_champions_casa,dist_champions_trasferta,dist_europa_casa,dist_europa_trasferta,dist_salvezza_casa,dist_salvezza_trasferta,giornata_stagione,meta_stagione,tiri_m5_gen_casa,tiri_m5_gen_trasferta,tiri_porta_m5_gen_casa,tiri_porta_m5_gen_trasferta,corner_m5_gen_casa,corner_m5_gen_trasferta,cartellini_m5_gen_casa,cartellini_m5_gen_trasferta
SP1,2015-02-14,Real Madrid,La Coruna,2081.12,1644.71,2,0,1,1.48,0.62,1,13,54,24,2.0,2.066666666666667,3.0,1.3333333333333333,1.913333333333333,1.9066666666666667,2.754,1.2440000000000002,1.884666666666667,0.7886666666666666,1.3126666666666666,1.4200000000000002,1.8,1.6,3.066666666666667,0.6666666666666666,1.9333333333333331,1.2,0.6666666666666666,1.2,0.113333333333333,0.3066666666666666,2.6,0.2,4.2,1.0,2.06,1.75,3.0,3.6,7.0,8.0,3,1,0,10,-20,13,-17,34,4,23,2,13.6,12.866666666666667,4.733333333333333,5.333333333333333,5.8,5.4,2.7333333333333334,3.2666666666666666
SP1,2015-02-14,Granada,Ath Bilbao,1642.6,1744.94,0,0,X,0.48,0.73,20,13,18,23,1.0666666666666669,1.0,1.6666666666666667,1.3333333333333333,0.7753333333333334,1.4146666666666663,1.7553333333333334,1.082,1.2453333333333334,2.4646666666666666,0.6506666666666667,1.3986666666666667,0.7333333333333333,1.4666666666666666,0.9333333333333332,0.9333333333333332,1.4,2.2666666666666666,0.6,0.9333333333333332,0.0420000000000001,-0.052,1.2,1.8,0.8,1.4,0.39,0.45,1.3333333333333333,1.6666666666666667,7.0,6.0,2,2,0,-26,-21,-23,-18,-2,3,23,2,10.4,13.266666666666667,2.2666666666666666,5.2,7.8,5.466666666666667,2.533333333333333,3.066666666666667
SP1,2015-02-14,Malaga,Espanol,1761.12,1703.96,0,2,2,1.56,0.7,7,9,35,26,1.0666666666666669,1.0,1.6666666666666667,0.6,0.934,1.4273333333333331,1.0346666666666666,0.93,1.7066666666666668,1.590666666666667,1.114,2.1853333333333333,0.8666666666666667,1.6,1.0,1.4666666666666666,1.8666666666666667,1.6666666666666667,0.8,2.8666666666666667,0.0673333333333332,-0.1726666666666667,0.6,1.8,0.6,1.2,0.45,2.76,1.8,1.4,7.0,6.0,2,2,0,-9,-18,-6,-15,15,6,23,2,7.8,10.666666666666666,3.733333333333333,4.0,3.733333333333333,6.0,2.2666666666666666,3.8
F1,2015-02-14,Paris SG,Caen,1838.89,1536.6,2,2,X,1.58,0.67,3,15,48,27,2.1333333333333333,2.8,2.6,1.0666666666666669,2.3766666666666665,1.838,2.0,0.6373333333333332,0.5826666666666666,0.8659999999999999,0.3126666666666667,1.9533333333333327,1.4666666666666666,2.2666666666666666,1.7333333333333334,1.6,0.8666666666666667,0.4,0.6666666666666666,2.0,0.91,-0.4286666666666665,2.6,0.2,2.4,1.2,2.15,0.94,2.0,2.0,6.0,7.0,1,2,0,7,-14,11,-10,22,1,25,2,11.0,12.266666666666667,4.466666666666667,4.733333333333333,3.8666666666666663,3.8666666666666663,2.2666666666666666,0.7333333333333333
F1,2015-02-14,Nantes,Bastia,1575.79,1555.61,0,2,2,0.25,0.64,9,15,33,27,0.6666666666666666,1.8,1.2666666666666666,0.8,0.7526666666666666,1.2226666666666666,0.9413333333333334,0.9813333333333332,1.2126666666666666,1.0726666666666669,0.8566666666666667,1.0453333333333332,0.2666666666666666,1.3333333333333333,0.8666666666666667,0.8666666666666667,1.2,0.5333333333333333,0.8,1.0666666666666669,0.4859999999999999,-0.1106666666666666,1.4,0.8,0.6,0.2,1.66,0.33,1.6,1.2,6.0,7.0,2,2,0,-8,-14,-4,-10,7,1,25,2,11.666666666666666,8.733333333333333,4.066666666666666,4.133333333333334,5.133333333333334,2.6,1.5333333333333334,1.6
F1,2015-02-14,Toulouse,Rennes,1548.53,1560.59,2,1,1,1.06,0.8,18,12,25,31,0.9333333333333332,0.5333333333333333,1.4666666666666666,0.8666666666666667,0.77,0.6866666666666668,0.8946666666666668,0.94,0.946,1.0006666666666666,0.9433333333333334,1.316,0.4,0.6,0.9333333333333332,0.6,1.2,1.4666666666666666,0.9333333333333332,1.1333333333333333,0.37,0.0866666666666667,1.4,1.4,1.6,2.2,0.48,0.64,1.4,1.4,7.0,7.0,2,1,0,-16,-10,-12,-6,-1,5,25,2,12.733333333333333,9.866666666666667,2.6,2.8,6.866666666666666,4.466666666666667,2.4,1.0666666666666669
F1,2015-02-14,Lille,Nice,1627.56,1575.5,0,0,X,0.37,0.14,11,8,31,33,1.4666666666666666,1.8,1.8666666666666667,1.5333333333333334,1.2306666666666668,1.143333333333333,1.05,0.766,0.966,0.7573333333333333,0.7313333333333333,1.214,1.0,0.8666666666666667,0.9333333333333332,0.9333333333333332,0.9333333333333332,0.4,0.4,1.0,0.2306666666666668,0.2766666666666666,0.2,2.6,0.4,1.6,0.22,0.87,0.6,1.2,7.0,6.0,2,2,0,-10,-8,-6,-4,5,7,25,2,11.6,11.933333333333334,3.466666666666667,3.8,3.0,4.066666666666666,1.2,2.7333333333333334
I1,2015-02-14,Sassuolo,Fiorentina,1568.01,1704.41,1,3,2,0.75,1.78,12,4,29,35,1.3333333333333333,2.066666666666667,1.9333333333333331,1.7333333333333334,1.5133333333333332,1.57,1.372,1.7986666666666666,1.55,1.684,0.932,1.5446666666666666,1.8,2.0,1.7333333333333334,1.6666666666666667,1.4666666666666666,1.4666666666666666,0.9333333333333332,0.9333333333333332,-0.2866666666666668,-0.4299999999999999,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.16,1.05,0.0,0.0,6.0,6.0,2,2,0,-6,0,-5,1,8,14,23,2,14.8,16.266666666666666,4.333333333333333,5.933333333333334,5.533333333333333,6.133333333333334,4.066666666666666,1.4
I1,2015-02-14,Palermo,Napoli,1603.32,1754.87,3,1,1,0.91,0.36,9,3,30,42,1.1333333333333333,2.8,2.466666666666667,2.466666666666667,1.148,1.5086666666666666,1.7033333333333334,1.3513333333333335,0.9526666666666668,0.5786666666666667,0.7973333333333333,0.816,1.0666666666666669,2.1333333333333333,2.333333333333333,1.8,1.8666666666666667,1.0,0.8,0.8666666666666667,0.0813333333333332,-0.6246666666666667,0.2,2.6,0.8,2.8,1.11,1.53,1.8,1.4,6.0,6.0,2,2,0,-5,7,-4,8,9,21,23,2,10.866666666666667,11.6,3.6,4.2,5.6,4.0,2.466666666666667,1.9333333333333331
D1,2015-02-15,Hertha,Freiburg,1629.9,1644.07,0,2,2,0.49,0.93,16,17,21,18,1.0666666666666669,0.7333333333333333,0.6,0.5333333333333333,0.9826666666666666,1.1013333333333333,0.5766666666666667,0.6720000000000002,1.6266666666666665,1.686,1.824,1.7646666666666666,0.9333333333333332,1.0666666666666669,0.2,0.5333333333333333,1.6,1.8666666666666667,1.9333333333333331,1.3333333333333333,0.0493333333333332,0.0346666666666666,0.8,1.4,1.2,1.4,0.29,0.87,1.0,1.0,8.0,8.0,3,2,0,-13,-16,-11,-14,3,0,21,2,6.4,10.933333333333334,1.4666666666666666,4.066666666666666,2.8666666666666667,3.533333333333333,3.2666666666666666,1.9333333333333331
SP1,2015-02-15,Valencia,Getafe,1844.35,1679.01,1,0,1,2.15,0.65,5,14,44,23,2.066666666666667,1.6,2.8,0.3333333333333333,1.5233333333333334,1.7353333333333334,2.1053333333333333,0.6,1.6313333333333333,1.120666666666667,1.6146666666666667,1.37,1.7333333333333334,1.1333333333333333,2.6,0.6666666666666666,1.1333333333333333,1.3333333333333333,1.1333333333333333,1.3333333333333333,-0.2099999999999999,0.6020000000000001,2.4,0.6,2.0,1.0,1.54,0.23,2.4,2.4,7.0,7.0,2,2,0,-1,-22,3,-18,24,3,23,2,11.866666666666667,13.066666666666666,5.266666666666667,5.933333333333334,3.2666666666666666,6.133333333333334,4.066666666666666,2.1333333333333333
SP1,2015-02-15,Barcelona,Levante,2030.18,1680.92,5,0,1,3.66,0.25,2,18,53,19,3.0,1.0666666666666669,3.0,0.1333333333333333,3.619333333333333,1.7046666666666668,3.043333333333333,0.9086666666666668,1.0719999999999998,1.1773333333333331,0.6513333333333333,1.5579999999999998,4.4,1.3333333333333333,3.8,0.2666666666666666,1.2666666666666666,1.2,1.1333333333333333,1.3333333333333333,-0.7806666666666673,0.3713333333333335,2.6,0.2,3.6,0.2,3.82,0.44,3.0,4.0,7.0,8.0,2,2,0,8,-26,12,-22,33,-1,23,2,16.8,10.333333333333334,8.4,3.533333333333333,4.666666666666667,3.533333333333333,1.4666666666666666,2.6
SP1,2015-02-15,Vallecano,Villarreal,1657.57,1822.5,2,0,1,1.25,2.06,16,6,23,41,0.4,2.066666666666667,0.2,1.0666666666666669,0.8426666666666667,1.3926666666666667,1.4393333333333334,1.2253333333333332,2.039333333333333,1.2846666666666666,1.658,1.6493333333333335,0.6,1.7333333333333334,0.6,1.6,1.8666666666666667,0.8666666666666667,1.6666666666666667,1.6666666666666667,0.2426666666666667,-0.3406666666666667,0.0,3.0,0.8,3.4,1.41,4.38,0.2,1.0,6.0,8.0,1,2,0,-24,-6,-18,0,3,21,23,2,11.6,11.533333333333331,3.466666666666667,4.666666666666667,5.933333333333334,4.8,3.333333333333333,1.7333333333333334
